primary_fabric,secondary_fabric,cmt,embellishments,trims,compliance,quantity,rejection_factor,markup_pct,base_cost,material_ratio,labor_intensity,embellishment_complexity,order_scale,formula_per_piece,actual_per_piece,formula_total,actual_total
137.34,60.89,85.29,62.09,39.4,37.2,1964,1.058,17.6,422.21,0.4695,0.202,0.1471,7.5832,525.32,571.46,1031722.71,1122346.1
106.78,67.69,21.91,63.38,55.96,30.68,3328,1.062,42.1,346.4,0.5037,0.0633,0.183,8.1104,522.75,530.05,1739721.76,1764020.75
173.12,12.05,85.74,11.07,54.89,37.44,8902,1.126,9.0,374.31,0.4947,0.2291,0.0296,9.0941,459.41,445.58,4089628.97,3966548.37
276.17,72.71,136.92,77.82,30.67,2.26,1187,1.121,16.8,596.55,0.5848,0.2295,0.1305,7.08,781.08,811.24,927141.51,962947.63
154.39,25.59,138.46,79.06,26.83,37.85,8247,1.028,34.0,462.18,0.3894,0.2996,0.1711,9.0177,636.66,640.13,5250553.11,5279118.06
134.04,20.2,89.74,31.22,33.26,10.33,6496,1.143,44.2,318.79,0.4838,0.2815,0.0979,8.7791,525.43,531.58,3413203.61,3453145.08
323.02,22.34,126.04,18.56,28.86,33.81,813,1.091,12.7,552.63,0.6249,0.2281,0.0336,6.702,679.49,704.39,552425.44,572667.41
339.71,114.08,174.43,8.79,14.65,11.67,6966,1.052,30.2,663.33,0.6841,0.263,0.0133,8.8489,908.57,872.51,6329069.04,6077907.28
63.39,70.27,112.81,0.21,53.18,23.3,3925,1.091,26.3,323.16,0.4136,0.3491,0.0006,8.2754,445.29,454.58,1747774.35,1784237.8
83.89,118.46,141.53,11.73,5.22,30.92,7040,1.014,9.9,391.75,0.5165,0.3613,0.0299,8.8595,436.56,461.54,3073387.44,3249228.44
232.96,89.89,136.86,25.38,12.39,29.28,8158,1.094,24.4,526.76,0.6129,0.2598,0.0482,9.0069,716.89,707.89,5848361.27,5774957.17
54.09,60.81,97.19,24.3,59.75,26.28,9603,1.085,42.5,322.42,0.3564,0.3014,0.0754,9.1699,498.5,516.95,4787111.08,4964305.04
73.14,78.87,36.4,45.58,53.78,14.02,96,1.142,5.1,301.79,0.5037,0.1206,0.151,4.5747,362.22,384.0,34773.22,36863.64
306.45,112.23,134.97,34.27,43.41,9.46,1827,1.027,13.0,640.79,0.6534,0.2106,0.0535,7.511,743.64,808.78,1358636.13,1477639.51
129.09,89.78,106.54,34.44,22.67,25.48,5585,1.053,8.9,408.0,0.5364,0.2611,0.0844,8.628,467.86,483.57,2613001.09,2700719.07
159.89,16.85,78.42,23.06,43.19,17.9,5614,1.059,36.7,339.31,0.5209,0.2311,0.068,8.6332,491.2,522.42,2757614.42,2932868.74
312.56,4.49,76.93,26.55,57.07,31.76,9899,1.061,7.2,509.36,0.6224,0.151,0.0521,9.2003,579.34,555.83,5734906.35,5502176.74
158.56,2.73,90.32,43.56,55.06,22.28,7140,1.05,7.0,372.51,0.433,0.2425,0.1169,8.8736,418.51,412.45,2988196.99,2944884.29
312.04,115.74,67.64,22.11,33.31,13.94,5954,1.118,31.3,564.78,0.7574,0.1198,0.0391,8.692,829.06,854.31,4936221.84,5086555.12
254.82,111.9,84.2,56.05,44.02,23.73,3112,1.038,13.3,574.72,0.6381,0.1465,0.0975,8.0433,675.9,741.2,2103406.26,2306617.35
200.18,9.38,159.02,61.19,6.06,19.29,2948,1.045,23.7,455.12,0.4604,0.3494,0.1344,7.9892,588.32,626.99,1734360.56,1848363.58
186.48,92.41,102.76,60.51,15.41,12.91,9445,1.034,29.3,470.48,0.5928,0.2184,0.1286,9.1533,629.01,635.54,5941036.11,6002635.85
137.69,43.94,71.34,26.55,30.64,24.09,4563,1.094,5.4,334.25,0.5434,0.2134,0.0794,8.426,385.42,422.22,1758651.62,1926576.95
36.97,77.99,85.44,68.58,40.74,9.2,10000,1.138,22.0,318.92,0.3605,0.2679,0.215,9.2104,442.78,450.4,4427757.71,4503980.9
86.71,87.32,128.92,6.59,51.47,22.87,6687,1.06,12.1,383.88,0.4533,0.3358,0.0172,8.8081,456.15,475.1,3050270.03,3176961.35
217.49,113.04,162.45,24.52,39.46,38.81,3520,1.068,39.6,595.77,0.5548,0.2727,0.0412,8.1665,888.25,913.03,3126640.61,3213880.2
262.83,101.12,103.29,7.81,30.98,3.82,8641,1.011,7.9,509.85,0.7138,0.2026,0.0153,9.0644,556.18,548.69,4805947.57,4741251.47
239.5,88.75,85.73,51.68,46.57,33.07,6279,1.072,18.4,545.3,0.602,0.1572,0.0948,8.7451,692.12,683.95,4345827.35,4294500.11
267.94,54.64,112.76,11.32,21.86,8.59,4895,1.06,9.5,477.11,0.6761,0.2363,0.0237,8.4962,553.78,568.7,2710760.82,2783799.76
96.81,7.87,171.46,73.77,35.35,27.25,7945,1.096,45.0,412.51,0.2538,0.4157,0.1788,8.9804,655.56,666.81,5208431.29,5297843.4
143.92,51.06,64.91,59.08,55.72,21.75,8505,1.104,27.1,396.44,0.4918,0.1637,0.149,9.0485,556.28,562.91,4731146.64,4787562.97
122.64,59.84,81.07,19.55,9.38,22.51,1293,1.015,24.0,314.99,0.5793,0.2574,0.0621,7.1655,396.45,409.6,512605.21,529618.22
116.51,47.66,72.44,27.42,49.95,35.67,8860,1.141,41.5,349.65,0.4695,0.2072,0.0784,9.0894,564.52,581.41,5001604.4,5151291.95
61.16,73.17,86.08,31.44,57.68,22.11,5561,1.017,17.4,331.64,0.405,0.2596,0.0948,8.6237,395.96,420.76,2201957.09,2339827.99
205.44,24.71,131.02,30.68,34.62,18.54,5306,1.079,36.2,445.01,0.5172,0.2944,0.0689,8.5768,653.99,684.07,3470048.69,3629685.62
325.41,86.04,113.5,21.97,9.87,4.85,6150,1.06,22.7,561.64,0.7326,0.2021,0.0391,8.7244,730.48,749.84,4492453.33,4611491.74
135.22,13.12,147.61,77.31,48.15,2.75,3373,1.019,15.2,424.16,0.3497,0.348,0.1823,8.1239,497.92,515.57,1679471.79,1739004.94
23.47,108.11,111.6,69.47,47.8,31.51,3130,1.126,28.1,391.96,0.3357,0.2847,0.1772,8.0491,565.37,606.1,1769593.88,1897101.82
267.17,61.99,86.51,64.5,46.6,36.93,4483,1.108,11.9,563.7,0.5839,0.1535,0.1144,8.4083,698.9,726.91,3133189.2,3258749.91
90.87,39.86,42.61,59.86,6.33,36.67,7479,1.133,24.4,276.2,0.4733,0.1543,0.2167,8.92,389.29,392.99,2911504.71,2939146.51
49.16,88.18,162.52,13.49,57.01,4.52,7572,1.077,33.1,374.88,0.3664,0.4335,0.036,8.9323,537.39,532.68,4069083.81,4033450.42
320.02,34.45,165.16,18.88,20.04,13.33,245,1.14,16.6,571.88,0.6198,0.2888,0.033,5.5053,760.17,808.89,186240.61,198178.15
60.37,94.25,107.22,52.56,15.36,32.66,1623,1.029,14.1,362.42,0.4266,0.2958,0.145,7.3926,425.51,462.12,690608.14,750021.29
103.21,26.38,59.19,55.88,24.85,35.31,7632,1.099,17.6,304.82,0.4251,0.1942,0.1833,8.9402,393.96,406.2,3006677.41,3100101.46
112.97,103.56,82.31,63.76,21.61,19.07,3625,1.058,31.6,403.28,0.5369,0.2041,0.1581,8.1959,561.5,578.68,2035430.38,2097732.86
191.01,49.0,110.31,53.99,41.39,2.63,6421,1.051,25.7,448.33,0.5353,0.246,0.1204,8.7675,592.29,616.43,3803106.3,3958104.41
127.56,77.93,175.65,12.78,47.81,35.03,4117,1.009,36.7,476.76,0.431,0.3684,0.0268,8.3231,657.6,681.29,2707324.78,2804889.85
38.38,30.58,51.57,19.02,28.44,12.8,1270,1.054,15.3,180.79,0.3814,0.2852,0.1052,7.1476,219.71,229.48,279028.17,291440.97
96.91,22.85,34.83,16.15,39.09,32.38,8354,1.15,29.4,242.21,0.4944,0.1438,0.0667,9.0306,360.43,355.0,3011054.78,2965679.71
106.3,76.14,129.78,24.25,9.56,18.43,1034,1.148,7.8,364.46,0.5006,0.3561,0.0665,6.9422,451.04,505.62,466370.49,522810.64
137.6,62.23,127.39,15.49,25.54,2.24,8238,1.115,30.9,370.49,0.5394,0.3438,0.0418,9.0166,540.74,541.18,4454641.84,4458264.15
281.23,93.11,30.4,1.3,24.42,26.17,138,1.004,29.4,456.63,0.8198,0.0666,0.0028,4.9345,593.24,649.62,81867.5,89648.06
147.12,19.79,52.47,7.0,27.26,8.02,3032,1.006,37.8,261.66,0.6379,0.2005,0.0268,8.0173,362.73,384.0,1099800.04,1164280.03
346.26,113.57,143.41,51.82,25.75,15.2,9102,1.058,35.0,696.01,0.6607,0.206,0.0745,9.1164,994.11,1022.35,9048399.08,9305446.69
228.61,66.62,117.18,32.33,37.14,11.85,8235,1.028,19.4,493.73,0.598,0.2373,0.0655,9.0163,606.02,628.46,4990574.71,5175334.04
211.81,43.62,161.22,3.4,31.31,26.29,855,1.009,28.5,477.65,0.5348,0.3375,0.0071,6.7523,619.3,651.52,529505.15,557046.09
207.19,63.33,77.03,38.33,31.8,4.37,2131,1.084,6.2,422.05,0.641,0.1825,0.0908,7.6648,485.87,514.1,1035383.29,1095544.52
163.85,8.91,67.71,43.8,34.61,4.75,6290,1.09,27.6,323.63,0.5338,0.2092,0.1353,8.7469,450.12,460.67,2831239.38,2897621.66
215.59,77.85,176.63,25.82,54.44,4.69,2852,1.066,28.6,555.02,0.5287,0.3182,0.0465,7.9561,760.86,798.88,2169982.98,2278412.7
68.89,23.35,166.17,47.92,39.88,30.71,455,1.087,8.7,376.92,0.2447,0.4409,0.1271,6.1225,445.36,462.72,202637.43,210539.27
250.89,53.17,42.21,28.37,30.65,14.26,7064,1.131,17.6,419.55,0.7247,0.1006,0.0676,8.8629,558.02,545.43,3941888.56,3852895.81
138.33,93.66,33.39,68.59,22.93,36.33,4075,1.083,23.4,393.23,0.59,0.0849,0.1744,8.3129,525.52,554.4,2141498.98,2259181.59
220.3,3.62,97.58,68.72,21.4,6.08,587,1.124,14.3,417.7,0.5361,0.2336,0.1645,6.3767,536.63,584.1,315003.31,342867.71
252.83,36.16,178.81,72.62,50.63,30.37,175,1.139,36.2,621.42,0.465,0.2877,0.1169,5.1705,964.02,1000.75,168703.51,175131.37
117.05,60.95,21.54,49.04,34.94,39.3,1913,1.106,10.7,322.82,0.5514,0.0667,0.1519,7.557,395.24,435.17,756098.11,832479.03
79.92,107.91,163.3,39.03,42.89,10.81,5617,1.043,40.8,443.86,0.4232,0.3679,0.0879,8.6337,651.83,666.59,3661317.54,3744208.71
268.74,58.97,106.89,42.38,56.98,10.26,4957,1.114,11.5,544.22,0.6022,0.1964,0.0779,8.5088,675.98,701.82,3350838.33,3478920.04
331.94,54.97,80.66,54.14,21.07,23.48,783,1.032,10.4,566.26,0.6833,0.1424,0.0956,6.6644,645.16,666.76,505157.05,522071.39
189.1,18.62,29.01,23.31,38.1,21.15,5916,1.066,21.0,319.29,0.6506,0.0909,0.073,8.6856,411.84,427.2,2436441.89,2527288.2
217.16,17.54,34.8,48.95,11.8,17.03,4826,1.01,10.5,347.28,0.6758,0.1002,0.141,8.482,387.58,392.67,1870469.98,1895034.03
335.78,12.32,33.7,27.46,6.43,17.51,6334,1.045,22.2,433.2,0.8036,0.0778,0.0634,8.7538,553.19,578.35,3503918.56,3663253.27
177.36,55.87,133.41,61.86,9.68,10.52,2000,1.017,24.3,448.7,0.5198,0.2973,0.1379,7.6014,567.22,613.95,1134431.16,1227903.28
166.72,50.81,64.16,29.65,25.82,6.22,3114,1.147,34.0,343.38,0.6335,0.1868,0.0863,8.044,527.77,550.54,1643470.15,1714375.14
293.79,94.97,147.94,38.86,15.81,22.72,2655,1.073,40.5,614.09,0.6331,0.2409,0.0633,7.8846,925.78,974.05,2457947.47,2586090.38
235.28,84.55,63.99,53.33,24.77,29.01,3087,1.009,18.0,490.93,0.6515,0.1303,0.1086,8.0353,584.51,614.48,1804385.69,1896901.66
319.77,112.28,171.91,51.29,37.7,23.23,1017,1.069,14.8,716.18,0.6033,0.24,0.0716,6.9256,878.9,937.82,893846.07,953760.03
331.56,53.38,140.08,75.28,18.62,14.74,6983,1.081,38.5,633.66,0.6075,0.2211,0.1188,8.8514,948.71,960.81,6624815.72,6709354.45
294.2,96.23,35.13,53.26,40.51,30.81,7840,1.084,16.9,550.14,0.7097,0.0639,0.0968,8.9671,697.14,706.9,5465540.03,5542095.55
179.21,3.06,61.23,76.29,24.75,20.52,1507,1.062,39.6,365.06,0.4993,0.1677,0.209,7.3185,541.22,567.46,815619.19,855168.79
251.63,56.38,131.73,71.06,24.75,30.0,524,1.003,6.1,565.55,0.5446,0.2329,0.1256,6.2634,601.85,628.51,315368.72,329336.75
255.98,60.94,67.22,20.23,38.41,4.78,7452,1.142,44.4,447.56,0.7081,0.1502,0.0452,8.9164,738.05,731.12,5499933.12,5448326.9
243.3,29.19,178.63,24.02,42.76,16.58,2856,1.052,13.7,534.48,0.5098,0.3342,0.0449,7.9575,639.3,688.87,1825853.24,1967406.78
120.93,3.63,167.38,22.02,12.79,34.73,1966,1.121,22.0,361.48,0.3446,0.463,0.0609,7.5843,494.37,533.36,971926.07,1048576.31
109.54,118.38,175.11,0.78,38.06,4.22,3592,1.122,5.6,446.09,0.5109,0.3925,0.0017,8.1867,528.54,549.43,1898521.81,1973567.83
78.51,75.8,87.9,29.8,59.73,30.87,6366,1.123,29.8,362.61,0.4256,0.2424,0.0822,8.7589,528.56,549.95,3364812.43,3501006.25
64.47,39.63,34.77,49.02,44.06,8.21,3002,1.125,35.5,240.16,0.4335,0.1448,0.2041,8.0074,366.09,380.33,1099013.89,1141747.14
39.55,95.06,47.1,79.42,53.13,16.26,3517,1.073,18.6,330.52,0.4073,0.1425,0.2403,8.1656,420.61,458.93,1479294.09,1614059.32
61.4,27.0,31.42,57.22,12.18,7.97,5427,1.107,16.9,197.19,0.4483,0.1593,0.2902,8.5993,255.18,268.15,1384863.09,1455261.08
147.32,98.11,158.66,5.17,32.6,15.04,5828,1.045,13.9,456.9,0.5372,0.3473,0.0113,8.6706,543.83,545.65,3169426.73,3180045.53
68.97,29.57,39.02,41.5,27.08,11.68,1754,1.009,28.6,217.82,0.4524,0.1791,0.1905,7.4702,282.64,291.89,495746.3,511971.32
333.09,89.32,33.46,33.15,11.62,20.0,6171,1.137,18.0,520.64,0.8113,0.0643,0.0637,8.7278,698.52,746.73,4310578.41,4608060.84
97.92,80.08,176.88,3.58,32.07,38.95,6610,1.122,7.6,429.48,0.4145,0.4118,0.0083,8.7965,518.5,541.3,3427279.57,3577994.19
242.45,63.78,132.84,70.42,20.44,29.21,1075,1.029,11.0,559.14,0.5477,0.2376,0.1259,6.981,638.64,667.03,686542.43,717059.87
272.09,49.49,49.74,65.84,26.02,36.14,2553,1.113,20.7,499.32,0.644,0.0996,0.1319,7.8454,670.78,688.0,1712506.43,1756453.76
165.1,74.68,76.53,41.25,48.39,12.38,8482,1.052,32.9,418.33,0.5732,0.1829,0.0986,9.0458,584.87,593.74,4960871.75,5036065.44
255.54,103.86,119.28,37.4,35.14,22.99,4374,1.048,30.4,574.21,0.6259,0.2077,0.0651,8.3837,784.71,791.49,3432325.01,3461983.87
58.47,70.24,27.18,24.52,53.62,18.28,2174,1.04,28.3,252.31,0.5101,0.1077,0.0972,7.6848,336.66,354.14,731903.79,769903.05
231.91,56.53,52.76,34.45,10.93,4.19,7253,1.081,16.9,390.77,0.7381,0.135,0.0882,8.8893,493.81,503.61,3581616.63,3652661.91
278.92,5.24,151.9,18.38,59.1,20.48,7189,1.061,14.8,534.02,0.5321,0.2844,0.0344,8.8804,650.45,683.74,4676094.49,4915400.75
90.67,4.65,54.44,74.2,27.16,10.05,7311,1.015,34.0,261.17,0.365,0.2084,0.2841,8.8973,355.22,358.52,2596993.8,2621143.43
248.54,73.07,23.38,51.83,23.47,29.43,9525,1.054,11.7,449.72,0.7151,0.052,0.1152,9.1618,529.46,533.9,5043139.37,5085423.62
197.48,56.25,112.67,55.64,24.44,20.86,1822,1.007,7.2,467.34,0.5429,0.2411,0.1191,7.5082,504.5,535.59,919190.62,975851.49
45.44,93.18,137.92,25.89,17.77,36.54,3036,1.144,24.5,356.74,0.3886,0.3866,0.0726,8.0186,508.1,529.24,1542584.46,1606758.6
206.04,81.6,100.85,66.29,27.9,34.85,3555,1.121,29.1,517.53,0.5558,0.1949,0.1281,8.1764,748.98,789.55,2662606.51,2806854.87
281.69,27.11,127.53,16.79,8.35,20.12,9352,1.012,43.3,481.59,0.6412,0.2648,0.0349,9.1435,698.4,734.08,6531435.79,6865151.19
181.36,20.04,40.57,29.14,40.58,8.85,2227,1.126,6.2,320.54,0.6283,0.1266,0.0909,7.7089,383.31,402.61,853621.52,896604.53
60.32,98.67,52.22,58.31,34.99,13.66,2075,1.027,13.4,318.17,0.4997,0.1641,0.1833,7.6382,370.55,388.89,768884.01,806954.82
69.12,111.73,153.27,12.44,30.93,32.6,6350,1.072,37.1,410.09,0.441,0.3737,0.0303,8.7564,602.71,635.53,3827235.13,4035646.96
321.26,29.53,17.44,20.85,6.07,34.6,1347,1.048,31.3,429.75,0.8163,0.0406,0.0485,7.2064,591.35,612.54,796543.48,825089.91
117.75,89.62,52.05,38.79,26.85,24.41,1842,1.121,36.6,349.47,0.5934,0.1489,0.111,7.5191,535.14,575.2,985725.15,1059515.76
278.1,71.04,156.0,75.09,18.22,21.04,726,1.042,35.9,619.49,0.5636,0.2518,0.1212,6.5889,877.25,932.34,636880.71,676877.56
172.72,75.35,73.83,45.24,30.65,11.66,3217,1.053,35.1,409.45,0.6059,0.1803,0.1105,8.0765,582.48,602.29,1873853.6,1937575.37
329.02,69.42,31.36,59.97,39.26,6.83,6783,1.086,11.7,535.86,0.7436,0.0585,0.1119,8.8223,650.03,649.66,4409163.01,4406641.73
236.5,27.52,143.61,53.93,39.84,19.33,1998,1.133,17.9,520.73,0.507,0.2758,0.1036,7.6004,695.59,763.2,1389798.37,1524882.43
346.98,69.78,102.87,5.83,51.43,28.45,4288,1.072,41.5,605.34,0.6885,0.1699,0.0096,8.3638,918.23,933.87,3937362.26,4004443.4
159.98,99.79,161.97,47.32,46.88,14.68,2512,1.136,8.1,530.62,0.4896,0.3052,0.0892,7.8292,651.61,693.52,1636843.94,1742132.26
31.45,18.22,96.58,10.7,8.35,22.28,3860,1.054,40.3,187.58,0.2648,0.5149,0.057,8.2587,277.39,300.87,1070710.64,1161375.12
340.06,11.3,120.91,59.45,13.37,37.5,6416,1.045,9.3,582.59,0.6031,0.2075,0.102,8.7667,665.43,644.89,4269370.39,4137616.3
60.07,58.94,98.95,57.15,22.26,27.62,6396,1.019,28.7,324.99,0.3662,0.3045,0.1759,8.7636,426.21,441.57,2726033.47,2824299.93
171.88,25.95,55.03,51.55,35.85,24.47,6146,1.115,31.0,364.73,0.5424,0.1509,0.1413,8.7237,532.74,531.82,3274237.71,3268538.32
289.83,99.27,145.84,4.67,22.86,15.76,9492,1.033,35.0,578.23,0.6729,0.2522,0.0081,9.1583,806.37,821.65,7654070.18,7799078.91
230.67,16.58,60.7,40.06,38.73,32.94,9516,1.096,7.3,419.68,0.5891,0.1446,0.0955,9.1608,493.55,494.89,4696593.61,4709381.3
107.43,112.87,64.46,79.79,42.38,11.95,9915,1.096,19.8,418.88,0.5259,0.1539,0.1905,9.2019,549.99,542.26,5453178.52,5376493.04
345.48,74.49,117.38,3.49,50.66,31.2,3491,1.078,37.6,622.7,0.6744,0.1885,0.0056,8.1582,923.67,910.9,3224526.19,3179940.17
252.99,13.12,88.9,33.6,54.03,3.51,5679,1.06,39.3,446.15,0.5965,0.1993,0.0753,8.6447,658.78,670.88,3741189.85,3809950.37
169.27,70.78,148.52,72.33,47.75,23.82,754,1.057,21.1,532.47,0.4508,0.2789,0.1358,6.6267,681.58,728.44,513908.29,549242.83
46.22,70.58,128.24,8.51,15.61,16.73,5631,1.006,34.8,285.89,0.4085,0.4486,0.0298,8.6362,387.69,397.35,2183093.64,2237486.49
84.37,20.86,101.36,45.19,58.36,31.46,7695,1.15,44.9,341.6,0.3081,0.2967,0.1323,8.9485,569.23,569.79,4380187.61,4384565.31
232.09,65.43,25.39,4.05,27.51,24.29,917,1.118,40.8,378.76,0.7855,0.067,0.0107,6.8222,596.22,596.76,546736.29,547232.53
99.9,67.19,22.13,0.94,9.51,10.53,9226,1.042,35.2,210.2,0.7949,0.1053,0.0045,9.1299,296.13,309.29,2732062.14,2853541.01
66.72,84.11,140.14,21.93,59.04,5.78,1768,1.03,22.3,377.72,0.3993,0.371,0.0581,7.4782,475.81,495.08,841232.27,875293.59
197.23,13.13,116.98,33.2,27.28,11.47,3008,1.148,32.8,399.29,0.5268,0.293,0.0831,8.0094,608.74,659.2,1831075.4,1982886.77
158.03,106.89,55.14,5.88,7.55,21.23,4354,1.145,38.3,354.72,0.7468,0.1554,0.0166,8.3791,561.71,572.89,2445692.02,2494373.77
251.86,86.12,71.44,54.02,13.08,25.26,4625,1.138,43.8,501.78,0.6736,0.1424,0.1077,8.4394,821.13,833.97,3797748.78,3857103.62
194.35,13.11,92.8,6.63,56.77,39.22,679,1.013,42.2,402.88,0.5149,0.2303,0.0165,6.5221,580.34,600.44,394052.9,407701.88
309.32,116.98,54.55,35.71,13.53,10.29,2176,1.022,23.8,540.38,0.7889,0.1009,0.0661,7.6857,683.71,737.34,1487749.11,1604456.07
286.67,102.81,130.65,57.83,23.13,10.68,1176,1.024,18.0,611.77,0.6366,0.2136,0.0945,7.0707,739.21,818.1,869315.58,962084.35
118.38,28.9,172.05,26.55,9.53,22.72,1212,1.059,9.9,378.13,0.3895,0.455,0.0702,7.1009,440.08,465.64,533380.84,564357.26
104.8,53.5,59.45,58.95,53.59,11.96,638,1.142,30.2,342.25,0.4625,0.1737,0.1722,6.4599,508.89,525.06,324669.3,334988.16
332.47,110.94,157.59,11.33,31.69,38.18,8204,1.062,23.9,682.2,0.65,0.231,0.0166,9.0125,897.65,871.74,7364329.13,7151766.11
91.09,5.27,27.86,65.93,46.72,12.05,5599,1.104,5.0,248.92,0.3871,0.1119,0.2649,8.6305,288.55,299.9,1615580.61,1679134.75
90.3,77.22,90.61,57.03,12.77,3.19,9723,1.1,36.9,331.12,0.5059,0.2736,0.1722,9.1824,498.63,518.38,4848214.57,5040167.42
240.58,5.13,16.86,75.74,35.78,22.97,299,1.068,19.5,397.06,0.6188,0.0425,0.1908,5.7038,506.75,537.85,151518.79,160816.72
138.07,91.17,116.47,26.69,56.34,2.49,556,1.14,32.9,431.23,0.5316,0.2701,0.0619,6.3226,653.34,697.39,363256.66,387748.66
249.68,44.58,146.58,75.67,7.58,36.67,6284,1.081,30.9,560.76,0.5248,0.2614,0.1349,8.7459,793.49,812.44,4986301.6,5105343.14
56.75,50.5,134.73,74.69,45.0,2.48,8367,1.025,42.2,364.15,0.2945,0.37,0.2051,9.0322,530.77,532.09,4440926.09,4451992.69
112.29,60.43,132.25,71.27,21.59,13.13,164,1.054,43.6,410.96,0.4203,0.3218,0.1734,5.1059,622.01,650.71,102008.99,106716.58
72.57,35.89,89.91,51.98,19.38,23.17,8609,1.141,9.0,292.9,0.3703,0.307,0.1775,9.0607,364.28,377.36,3136058.98,3248705.97
151.63,48.24,44.2,1.13,9.45,31.56,8433,1.135,39.4,286.21,0.6983,0.1544,0.0039,9.04,452.84,452.39,3818787.91,3814977.96
140.71,42.23,90.47,42.81,5.51,32.32,9228,1.042,9.6,354.05,0.5167,0.2555,0.1209,9.1301,404.34,399.74,3731216.57,3688807.77
315.9,79.79,123.41,53.56,30.13,2.39,3933,1.047,12.0,605.18,0.6538,0.2039,0.0885,8.2774,709.66,734.04,2791086.0,2886969.83
163.9,68.96,163.27,37.83,45.85,12.86,2573,1.026,35.5,492.67,0.4726,0.3314,0.0768,7.8532,684.92,746.08,1762311.03,1919669.48
125.78,18.82,104.4,31.09,22.06,34.14,394,1.093,41.9,336.29,0.43,0.3104,0.0924,5.9789,521.57,554.44,205500.43,218450.92
124.68,34.09,48.32,31.02,34.76,14.93,8895,1.012,37.7,287.8,0.5517,0.1679,0.1078,9.0934,401.06,417.38,3567394.96,3712552.75
29.0,88.36,83.69,32.15,20.35,33.65,2766,1.121,32.5,287.2,0.4086,0.2914,0.1119,7.9255,426.59,436.17,1179935.05,1206443.59
127.54,36.95,105.24,34.39,58.05,31.48,4707,1.099,26.1,393.65,0.4179,0.2673,0.0874,8.457,545.54,582.34,2567835.7,2741050.97
213.79,12.64,75.93,70.75,38.87,13.42,404,1.046,5.7,425.4,0.5323,0.1785,0.1663,6.0039,470.33,500.14,190013.97,202056.16
92.38,59.98,120.37,6.23,49.44,9.43,1773,1.03,19.9,337.83,0.451,0.3563,0.0184,7.481,417.21,461.66,739713.18,818517.7
28.79,32.66,34.48,42.19,53.77,13.58,4961,1.023,10.7,205.47,0.2991,0.1678,0.2053,8.5096,232.69,242.48,1154359.02,1202919.86
330.03,39.97,45.37,5.42,6.88,3.2,2260,1.076,14.6,430.87,0.8587,0.1053,0.0126,7.7236,531.3,542.57,1200747.21,1226208.61
87.1,70.09,150.49,6.87,8.95,38.04,4221,1.047,23.6,361.54,0.4348,0.4162,0.019,8.3481,467.87,478.66,1974862.48,2020430.79
50.71,78.32,66.78,79.18,21.12,16.58,3891,1.051,10.0,312.69,0.4126,0.2136,0.2532,8.2667,361.5,385.81,1406600.04,1501195.06
41.71,99.89,139.36,77.24,7.78,2.98,7408,1.002,23.1,368.96,0.3838,0.3777,0.2093,8.9105,455.1,454.98,3371367.02,3370509.06
212.11,99.01,114.05,50.93,18.75,23.84,8190,1.113,34.8,518.69,0.5998,0.2199,0.0982,9.0108,778.2,796.13,6373483.03,6520313.6
28.7,18.29,29.52,53.42,30.61,17.38,7070,1.112,28.4,177.92,0.2641,0.1659,0.3002,8.8638,254.04,258.09,1796031.69,1824668.37
222.58,41.38,110.84,69.19,40.73,12.94,5079,1.065,13.9,497.66,0.5304,0.2227,0.139,8.5331,603.68,596.38,3066085.63,3029006.84
33.83,88.85,130.39,57.16,11.17,22.83,4523,1.119,38.0,344.23,0.3564,0.3788,0.1661,8.4172,531.57,535.82,2404276.87,2423522.76
153.08,96.29,107.82,28.58,17.07,22.46,7809,1.07,8.4,425.3,0.5863,0.2535,0.0672,8.9632,493.3,481.62,3852155.99,3760941.13
234.71,8.89,123.63,68.78,9.39,2.71,7662,1.021,15.4,448.11,0.5436,0.2759,0.1535,8.9442,527.98,516.23,4045370.79,3955356.77
149.0,94.77,173.05,23.15,49.67,15.64,3748,1.138,43.7,505.28,0.4824,0.3425,0.0458,8.2292,826.29,857.49,3096925.23,3213880.37
116.22,114.91,91.67,60.22,35.35,35.79,5370,1.028,8.8,454.16,0.5089,0.2018,0.1326,8.5888,507.96,535.91,2727753.85,2877855.75
164.31,8.34,65.91,18.81,23.61,29.76,2631,1.1,23.9,310.74,0.5556,0.2121,0.0605,7.8755,423.51,426.57,1114248.35,1122306.84
337.87,18.48,177.78,29.47,59.09,31.65,6055,1.026,18.4,654.34,0.5446,0.2717,0.045,8.7088,794.88,835.97,4813009.07,5061814.52
248.28,21.7,164.34,32.55,11.4,11.0,7365,1.139,13.1,489.27,0.5518,0.3359,0.0665,8.9046,630.28,631.02,4642027.06,4647474.46
48.59,98.59,105.03,66.78,35.51,19.2,8011,1.067,18.8,373.7,0.3938,0.2811,0.1787,8.9887,473.7,497.73,3794815.71,3987282.88
236.31,16.44,126.19,12.84,11.38,23.08,8109,1.06,8.6,426.24,0.593,0.2961,0.0301,9.0009,490.67,487.19,3978846.58,3950607.12
249.88,7.55,20.3,18.08,50.76,31.43,5045,1.099,20.7,378.0,0.681,0.0537,0.0478,8.5264,501.41,524.2,2529635.42,2644609.24
