total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
278.0328,0.9744,142,0.4977,31.7331,3.1071,0.5107,93.93,2.96,1.74,0.56,50.2
187.5456,0.5151,187,0.5136,107.6364,1.9804,0.9971,142.08,1.32,1.01,0.51,47.43
186.1796,1.9836,45,0.4794,103.6866,1.4741,0.2417,138.94,1.34,1.71,1.16,53.76
392.7595,0.7076,196,0.3531,47.6829,1.9016,0.499,136.85,2.87,1.16,0.61,64.72
189.2716,2.5272,48,0.6409,73.0186,2.1667,0.2536,117.56,1.61,2.34,1.08,34.0
257.7575,0.5192,210,0.423,84.1657,0.3729,0.8147,147.29,1.75,0.44,1.18,59.23
249.5026,0.9954,146,0.5825,145.3893,0.627,0.5852,190.46,1.31,0.79,1.26,40.33
527.8845,0.32,1359,0.8238,59.0468,0.32,2.5744,176.55,2.99,0.32,1.0,19.58
189.4756,1.7415,79,0.7261,34.9013,2.6543,0.4169,81.32,2.33,2.15,0.81,29.22
46.1202,0.7979,24,0.4152,5.9676,0.7822,0.5204,16.59,2.78,0.79,1.01,59.0
427.0816,1.1277,104,0.2746,72.9256,2.8413,0.2435,176.48,2.42,1.79,0.63,74.32
123.8775,0.7326,142,0.8398,19.9799,1.6818,1.1463,49.75,2.49,1.11,0.66,17.11
75.858,1.1088,49,0.7162,21.4628,1.8701,0.6459,40.35,1.88,1.44,0.77,29.01
70.788,1.3668,19,0.3669,24.4941,2.9559,0.2684,41.64,1.7,2.01,0.68,65.08
326.3653,1.325,225,0.9135,44.4391,0.848,0.6894,120.43,2.71,1.06,1.25,10.29
275.8621,1.8204,55,0.3629,84.2044,0.8311,0.1994,152.41,1.81,1.23,1.48,65.65
160.6634,0.1632,590,0.5993,31.4558,0.6275,3.6723,71.09,2.26,0.32,0.51,40.29
128.0448,0.4114,226,0.7261,24.6316,0.281,1.765,56.16,2.28,0.34,1.21,26.6
18.68,1.2654,7,0.4742,4.67,0.4327,0.3747,9.34,2.0,0.74,1.71,52.63
407.262,2.1608,113,0.5995,95.9709,1.0137,0.2775,197.7,2.06,1.48,1.46,41.75
140.778,2.0064,66,0.9406,43.45,1.5439,0.4688,78.21,1.8,1.76,1.14,6.78
301.6651,3.5574,35,0.4127,55.5665,1.5,0.116,129.47,2.33,2.31,1.54,57.5
144.2252,0.176,473,0.5772,20.3835,0.9091,3.2796,54.22,2.66,0.4,0.44,40.81
139.2776,0.578,99,0.4108,75.3015,0.8,0.7108,102.41,1.36,0.68,0.85,58.19
244.9824,2.3932,35,0.3419,56.625,1.5565,0.1429,117.78,2.08,1.93,1.24,65.53
195.8776,1.6206,76,0.6288,145.569,1.3153,0.388,168.86,1.16,1.46,1.1099999999999999,35.9
200.941,0.3195,386,0.6137,23.8931,1.5778,1.921,69.29,2.9,0.71,0.45,40.31
276.9,0.936,179,0.6051,69.225,0.2889,0.6464,138.45,2.0,0.52,1.8,39.34
33.8289,1.3904,19,0.7809,4.7453,0.4489,0.5616,12.67,2.67,0.79,1.76,22.82
89.895,1.421,59,0.9326,39.9533,0.6759,0.6563,59.93,1.5,0.98,1.45,6.14
157.5492,3.2448,22,0.4531,37.8578,1.1361,0.1396,77.23,2.04,1.92,1.69,54.21
51.1434,0.477,46,0.429,14.3175,1.6981,0.8994,27.06,1.89,0.9,0.53,59.02
49.1392,0.54,72,0.7912,15.8636,2.16,1.4652,27.92,1.76,1.08,0.5,20.22
76.8036,1.3148,47,0.8046,25.3678,2.2763,0.612,44.14,1.74,1.73,0.76,21.3
71.307,2.0,14,0.3927,9.7815,1.28,0.1963,26.41,2.7,1.6,1.25,61.23
100.191,0.7885,67,0.5273,59.2846,0.8737,0.6687,77.07,1.3,0.83,0.95,46.31
435.344,1.5351,172,0.6065,48.6957,1.084,0.3951,145.6,2.99,1.29,1.19,40.64
311.6867,2.5764,51,0.4216,109.1302,2.0177,0.1636,184.43,1.69,2.28,1.13,58.19
322.3506,4.0075,66,0.8205,92.1818,1.3086,0.2047,172.38,1.87,2.29,1.75,17.45
337.0595,2.9512,51,0.4465,42.6868,1.9194,0.1513,119.95,2.81,2.38,1.24,56.55
76.1344,2.6568,8,0.2792,11.6172,1.7561,0.1051,29.74,2.56,2.16,1.23,70.36
291.533,1.5049,69,0.3562,100.8765,1.4752,0.2367,171.49,1.7,1.49,1.01,65.76
76.475,1.2528,48,0.7863,10.8083,1.0741,0.6277,28.75,2.66,1.16,1.08,22.42
160.7112,2.0448,31,0.3944,157.5446,2.2188,0.1929,159.12,1.01,2.13,0.96,62.15
456.404,0.368,702,0.566,66.4885,0.4348,1.5381,174.2,2.62,0.4,0.92,41.41
95.5935,2.9397,24,0.7381,52.4519,1.9431,0.2511,70.81,1.35,2.39,1.23,27.96
41.528,1.3616,10,0.3279,19.7517,1.6087,0.2408,28.64,1.45,1.48,0.92,68.78
16.7216,1.449,6,0.5199,13.3304,2.9571,0.3588,14.93,1.12,2.07,0.7,49.65
399.645,2.2704,91,0.517,87.2664,0.733,0.2277,186.75,2.14,1.29,1.76,46.4
220.9086,2.5878,42,0.492,56.3485,1.9912,0.1901,111.57,1.98,2.27,1.14,49.73
31.5684,0.3172,65,0.6531,6.4054,1.1731,2.059,14.22,2.22,0.61,0.52,35.46
44.844,1.3858,15,0.4635,5.1182,0.4852,0.3345,15.15,2.96,0.82,1.69,54.71
118.2891,0.7828,60,0.3971,37.7571,1.3553,0.5072,66.83,1.77,1.03,0.76,59.3
274.6399,0.1806,956,0.6287,69.3518,4.0952,3.4809,138.01,1.99,0.86,0.21,38.32
9.5748,0.2323,40,0.9705,9.3861,4.3913,4.1776,9.48,1.01,1.01,0.23,1.32
326.0348,1.701,63,0.3287,72.5425,1.5429,0.1932,153.79,2.12,1.62,1.05,67.4
208.6656,1.7,50,0.4074,90.3158,0.9191,0.2396,137.28,1.52,1.25,1.36,58.76
442.8189,1.4578,89,0.293,74.9918,2.6622,0.201,182.23,2.43,1.97,0.74,70.08
164.9295,0.336,211,0.4299,20.3053,5.8333,1.2793,57.87,2.85,1.4,0.24,56.41
208.5768,0.64,199,0.6106,66.5763,4.0,0.9541,117.84,1.77,1.6,0.4,40.14
211.527,0.7728,114,0.4165,72.3392,2.4643,0.5389,123.7,1.71,1.38,0.56,59.21
437.227,1.815,134,0.5563,72.8408,1.5,0.3065,178.46,2.45,1.65,1.1,45.52
153.4204,1.275,90,0.7479,62.242,1.7647,0.5866,97.72,1.57,1.5,0.85,24.24
57.1212,0.495,53,0.4593,21.7654,0.4091,0.9279,35.26,1.62,0.45,1.1,55.19
178.4546,0.1972,677,0.7481,38.9673,1.7059,3.7937,83.39,2.14,0.58,0.34,26.07
158.4608,1.8135,27,0.309,46.8043,0.7548,0.1704,86.12,1.84,1.17,1.55,68.25
10.557,0.3007,25,0.7121,10.1471,0.3196,2.3681,10.35,1.02,0.31,0.97,28.9
272.0715,1.7472,74,0.4752,113.2452,1.6154,0.272,175.53,1.55,1.68,1.04,52.08
216.3864,2.6076,38,0.4579,71.4713,2.3208,0.1756,124.36,1.74,2.46,1.06,54.77
63.366,0.6345,80,0.8011,19.7765,8.7037,1.2625,35.4,1.79,2.35,0.27,21.52
233.925,2.268,85,0.8241,149.712,1.575,0.3634,187.14,1.25,1.89,1.2,15.77
137.0245,1.296,80,0.7567,42.7654,1.6,0.5838,76.55,1.79,1.44,0.9,25.0
495.124,0.5635,685,0.7796,63.1536,4.6,1.3835,176.83,2.8,1.61,0.35,20.48
440.232,2.132,187,0.9056,59.5037,1.2615,0.4248,161.85,2.72,1.64,1.3,9.45
526.9904,2.316,134,0.5889,65.338,1.6083,0.2543,185.56,2.84,1.93,1.2,41.09
112.827,0.4725,122,0.5109,93.2455,0.4286,1.0813,102.57,1.1,0.45,1.05,49.95
200.5325,2.338,61,0.7112,65.48,1.1929,0.3042,114.59,1.75,1.67,1.4,28.06
203.6725,0.7755,214,0.8148,30.8366,7.1212,1.0507,79.25,2.57,2.35,0.33,16.74
101.9955,0.5376,114,0.6009,12.0447,0.5833,1.1177,35.05,2.91,0.56,0.96,39.46
235.6506,0.7885,89,0.2978,28.2145,0.8737,0.3777,81.54,2.89,0.83,0.95,71.68
81.285,1.1644,52,0.7449,36.1267,2.3099,0.6397,54.19,1.5,1.64,0.71,26.38
69.4656,0.9717,50,0.6994,42.3984,0.6423,0.7198,54.27,1.28,0.79,1.23,29.18
141.0864,1.1322,72,0.5778,112.4732,2.0676,0.5103,125.97,1.12,1.53,0.74,40.88
523.3906,0.126,3523,0.8481,66.2847,2.8571,6.7311,186.26,2.81,0.6,0.21,13.95
188.0775,3.1302,23,0.3828,37.1511,1.5745,0.1223,83.59,2.25,2.22,1.41,61.0
107.6455,0.3952,202,0.7416,12.3695,0.6842,1.8765,36.49,2.95,0.52,0.76,25.03
164.0925,1.3664,58,0.483,119.8718,1.0893,0.3535,140.25,1.17,1.22,1.1199999999999999,52.59
122.1522,0.3087,275,0.695,45.9755,0.7778,2.2513,74.94,1.63,0.49,0.63,28.55
130.4072,0.8175,45,0.2821,31.6453,0.6881,0.3451,64.24,2.03,0.75,1.09,73.61
218.4524,0.968,190,0.8419,28.2662,6.05,0.8698,78.58,2.78,2.42,0.4,13.96
134.2352,1.9422,60,0.8681,19.4068,2.8193,0.447,51.04,2.63,2.34,0.83,11.39
199.5224,2.0056,73,0.7338,24.223,2.3696,0.3659,69.52,2.87,2.18,0.92,28.16
226.7622,0.2496,688,0.7573,26.2347,0.4103,3.034,77.13,2.94,0.32,0.78,23.91
206.7765,0.684,220,0.7277,37.4426,5.2778,1.064,87.99,2.35,1.9,0.36,27.44
188.1306,2.5857,66,0.9071,75.3608,1.1046,0.3508,119.07,1.58,1.69,1.53,10.5
39.726,1.02,23,0.5905,12.2611,1.8133,0.579,22.07,1.8,1.36,0.75,41.0
192.866,0.504,216,0.5645,90.4795,1.2698,1.1199,132.1,1.46,0.8,0.63,44.76
118.094,2.296,22,0.4277,15.7299,1.1714,0.1863,43.1,2.74,1.64,1.4,57.52
142.3719,2.1472,30,0.4524,36.6853,2.7727,0.2107,72.27,1.97,2.44,0.88,53.05
55.045,1.536,20,0.5581,53.9604,1.6667,0.3633,54.5,1.01,1.6,0.96,45.0
146.0868,0.7296,79,0.3945,58.519,0.7917,0.5408,92.46,1.58,0.76,0.96,60.03
145.3245,0.3696,120,0.3052,34.5805,7.6364,0.8257,70.89,2.05,1.68,0.22,71.31
276.6781,2.2826,32,0.264,124.6242,1.7876,0.1157,185.69,1.49,2.02,1.13,75.19
287.5796,1.0659,194,0.7191,121.2597,4.098,0.6746,186.74,1.54,2.09,0.51,27.49
228.3723,1.4136,89,0.5509,133.0763,3.6774,0.3897,174.33,1.31,2.28,0.62,43.42
382.0725,0.496,596,0.7737,75.4711,0.775,1.5599,169.81,2.25,0.62,0.8,23.27
360.5193,0.644,516,0.9217,52.9234,5.2571,1.4313,138.13,2.61,1.84,0.35,6.71
37.4055,0.8484,12,0.2722,13.7394,0.8317,0.3208,22.67,1.65,0.84,1.01,74.01
179.4,0.9652,61,0.3282,94.2029,1.6711,0.34,130.0,1.38,1.27,0.76,68.07
56.6206,0.2244,114,0.4518,55.505,2.0606,2.0134,56.06,1.01,0.68,0.33,53.45
158.906,0.3234,401,0.8161,29.2704,0.7424,2.5235,68.2,2.33,0.49,0.66,19.9
21.0056,0.6844,8,0.2607,14.3471,0.5086,0.3809,17.36,1.21,0.59,1.16,75.06
125.0335,1.2446,55,0.5475,59.469,0.7717,0.4399,86.23,1.45,0.98,1.27,46.03
362.576,0.3737,518,0.5339,78.4372,2.7297,1.4287,168.64,2.15,1.01,0.37,47.22
48.5583,0.2584,104,0.5534,27.4511,0.5588,2.1418,36.51,1.33,0.38,0.68,43.76
246.2013,0.3604,291,0.426,36.1418,1.283,1.182,94.33,2.61,0.68,0.53,56.62
215.2371,0.7056,122,0.3999,41.0437,0.25,0.5668,93.99,2.29,0.42,1.68,61.62
512.4262,0.912,404,0.719,57.3177,0.3562,0.7884,171.38,2.99,0.57,1.6,26.22
95.254,3.792,16,0.6369,25.3093,1.4812,0.168,49.1,1.94,2.37,1.6,36.4
66.4952,2.2908,8,0.2756,22.4767,2.7065,0.1203,38.66,1.72,2.49,0.92,72.48
138.7352,0.4089,202,0.5954,46.8953,1.8511,1.456,80.66,1.72,0.87,0.47,42.4
325.0443,1.0302,158,0.5008,69.0276,3.9608,0.4861,149.79,2.17,2.02,0.51,51.82
127.761,0.1677,515,0.676,37.3297,0.907,4.031,69.06,1.85,0.39,0.43,31.95
85.6326,4.1968,15,0.7351,14.1504,1.4186,0.1752,34.81,2.46,2.44,1.72,26.64
102.1852,0.5856,107,0.6132,34.5407,5.7188,1.0471,59.41,1.72,1.83,0.32,40.58
497.4879,1.274,167,0.4277,66.7509,1.5385,0.3357,182.23,2.73,1.4,0.91,56.56
401.0963,1.5194,135,0.5114,69.0581,0.7535,0.3366,166.43,2.41,1.07,1.42,48.49
317.5788,1.1187,128,0.4509,59.5152,1.1414,0.403,137.48,2.31,1.13,0.99,55.08
159.2941,0.7854,58,0.286,90.0526,6.7941,0.3641,119.77,1.33,2.31,0.34,70.73
225.836,3.626,32,0.5138,48.8558,1.6554,0.1417,105.04,2.15,2.45,1.48,49.62
503.2284,3.808,93,0.7037,67.0292,1.3176,0.1848,183.66,2.74,2.24,1.7,31.08
210.15,1.2771,81,0.4922,41.5111,0.7674,0.3854,93.4,2.25,0.99,1.29,50.99
222.2442,1.6895,79,0.6006,110.2183,1.422,0.3555,156.51,1.42,1.55,1.09,37.95
190.3104,2.093,62,0.6819,151.7143,2.5275,0.3258,169.92,1.12,2.3,0.91,31.28
195.6402,2.7709,56,0.7931,123.2302,1.8926,0.2862,155.27,1.26,2.29,1.21,19.5
110.6104,2.352,39,0.8293,47.875,1.0884,0.3526,72.77,1.52,1.6,1.47,15.97
246.0496,0.7906,178,0.5719,41.3279,1.7612,0.7234,100.84,2.44,1.18,0.67,41.41
337.722,1.1775,149,0.5195,116.8588,2.0933,0.4412,198.66,1.7,1.57,0.75,47.8
330.9264,1.0416,133,0.4186,38.2857,5.9048,0.4019,112.56,2.94,2.48,0.42,56.91
118.5636,0.6358,162,0.8687,39.1609,5.5,1.3664,68.14,1.74,1.87,0.34,11.23
172.1027,1.554,77,0.6953,162.2233,2.8378,0.4474,167.09,1.03,2.1,0.74,30.63
104.876,2.2356,23,0.4903,37.6048,0.8519,0.2193,62.8,1.67,1.38,1.6199999999999999,50.15
20.1956,2.2413,3,0.3329,15.0086,2.5914,0.1485,17.41,1.16,2.41,0.93,64.88
44.3699,0.495,27,0.3012,5.6192,0.5051,0.6085,15.79,2.81,0.5,0.99,70.7
101.894,2.1168,20,0.4155,15.0731,0.9796,0.1963,39.19,2.6,1.44,1.47,59.28
331.0698,0.9457,91,0.2599,109.3506,3.9388,0.2749,190.27,1.74,1.93,0.49,73.12
137.0584,0.374,233,0.6358,59.3224,7.7273,1.7,90.17,1.52,1.7,0.22,36.84
433.296,1.4726,177,0.6016,59.437,2.6892,0.4085,160.48,2.7,1.99,0.74,40.23
223.8456,1.2915,100,0.577,32.1174,0.8537,0.4467,84.79,2.64,1.05,1.23,44.21
371.2319,0.7104,271,0.5186,70.7904,1.2973,0.73,162.11,2.29,0.96,0.74,48.52
75.4726,0.9685,52,0.6673,11.251,0.4362,0.689,29.14,2.59,0.65,1.49,35.05
408.672,2.5591,41,0.2567,46.33,0.9632,0.1003,137.6,2.97,1.57,1.63,73.35
89.551,1.5015,22,0.3689,74.0091,1.3619,0.2457,81.41,1.1,1.43,1.05,62.52
117.9659,1.7836,30,0.4536,111.1942,1.8571,0.2543,114.53,1.03,1.82,0.98,56.57
23.4144,2.667,4,0.4556,11.2917,1.6535,0.1708,16.26,1.44,2.1,1.27,54.7
174.657,0.7728,70,0.3097,39.6048,1.0952,0.4008,83.17,2.1,0.92,0.84,70.46
242.1086,1.3824,90,0.5139,41.6846,0.6667,0.3717,100.46,2.41,0.96,1.44,50.45
156.8125,1.94,24,0.2969,42.0984,1.94,0.153,81.25,1.93,1.94,1.0,72.08
49.7056,0.702,50,0.7062,12.9388,0.5128,1.0059,25.36,1.96,0.6,1.17,30.4
211.6212,2.5942,37,0.4536,35.5451,1.8319,0.1748,86.73,2.44,2.18,1.19,55.11
113.0976,0.624,61,0.3366,61.1471,2.7083,0.5394,83.16,1.36,1.3,0.48,64.98
419.634,2.079,60,0.2973,57.563,2.5667,0.143,155.42,2.7,2.31,0.9,71.77
246.164,0.4347,248,0.4379,91.5244,1.0952,1.0075,150.1,1.64,0.69,0.63,56.02
125.9496,1.1858,42,0.3954,44.625,1.2347,0.3335,74.97,1.68,1.21,0.98,62.41
163.9728,0.7784,114,0.5412,29.4407,0.4029,0.6952,69.48,2.36,0.56,1.39,44.88
72.4185,1.6692,20,0.461,65.6857,2.7436,0.2762,68.97,1.05,2.14,0.78,53.01
242.4414,0.2288,296,0.2793,57.1311,0.8462,1.2209,117.69,2.06,0.44,0.52,72.32
300.1068,1.83,93,0.5671,47.2579,1.83,0.3099,119.09,2.52,1.83,1.0,43.25
324.7235,0.224,1142,0.7878,63.0176,0.7143,3.5168,143.05,2.27,0.4,0.56,22.66
52.1108,2.0687,7,0.2779,7.7683,0.9073,0.1343,20.12,2.59,1.37,1.51,70.55
358.8051,1.1426,120,0.3821,88.8109,3.3966,0.3344,178.51,2.01,1.97,0.58,62.4
156.88,4.067,27,0.7,45.8378,1.4759,0.1721,84.8,1.85,2.45,1.66,29.84
490.9125,0.8568,400,0.6981,80.4656,3.2941,0.8148,198.75,2.47,1.68,0.51,30.86
201.1626,1.5312,54,0.411,30.2209,1.1379,0.2684,77.97,2.58,1.32,1.16,57.27
304.6188,1.6348,48,0.2576,80.9381,3.6418,0.1576,157.02,1.94,2.44,0.67,73.44
72.4319,0.21,217,0.6291,38.5912,2.6786,2.9959,52.87,1.37,0.75,0.28,38.68
97.9793,0.6732,112,0.7695,36.8773,1.5455,1.1431,60.11,1.63,1.02,0.66,23.42
151.3395,1.8308,71,0.8589,39.8,2.163,0.4691,77.61,1.95,1.99,0.92,14.74
40.4325,0.7004,15,0.2598,7.9867,6.0588,0.371,17.97,2.25,2.06,0.34,74.6
192.5068,0.81,137,0.5764,150.7611,0.6944,0.7117,170.36,1.13,0.75,1.0799999999999998,41.54
202.6944,0.609,164,0.4927,43.4444,1.2429,0.8091,93.84,2.16,0.87,0.7,49.09
250.6726,2.34,57,0.5321,129.741,1.7094,0.2274,180.34,1.39,2.0,1.17,47.23
251.3632,0.7638,106,0.3221,67.4819,2.3509,0.4217,130.24,1.93,1.34,0.57,66.93
80.7576,0.4277,69,0.3654,46.3485,0.5165,0.8544,61.18,1.32,0.47,0.91,64.2
261.8728,1.5344,42,0.2461,64.1782,0.8175,0.1604,129.64,2.02,1.12,1.37,73.66
179.7714,0.756,100,0.4205,68.5,1.0714,0.5563,110.97,1.62,0.9,0.84,57.58
129.062,1.1074,107,0.9181,23.3702,0.8673,0.8291,54.92,2.35,0.98,1.13,8.83
87.6556,0.7259,88,0.7288,57.0081,0.5126,1.0039,70.69,1.24,0.61,1.19,25.63
26.3683,0.665,29,0.7314,13.6475,0.3759,1.0998,18.97,1.39,0.5,1.33,26.73
193.1021,1.533,37,0.2937,69.2395,0.7192,0.1916,115.63,1.67,1.05,1.46,71.75
64.4598,0.162,147,0.3694,15.0435,1.8,2.2805,31.14,2.07,0.54,0.3,61.13
215.1294,1.6756,41,0.3193,168.4779,3.3239,0.1906,190.38,1.13,2.36,0.71,67.8
56.356,0.403,57,0.4076,6.6096,1.0484,1.0114,19.3,2.92,0.65,0.62,60.49
383.4894,1.6366,147,0.6273,67.7017,0.5868,0.3833,161.13,2.38,0.98,1.67,35.55
364.8099,1.7784,160,0.78,48.9487,1.3684,0.4386,133.63,2.73,1.56,1.14,22.6
125.9,0.5757,178,0.8139,31.475,0.5644,1.4138,62.95,2.0,0.57,1.01,17.16
126.1824,2.6289,26,0.5417,19.2539,1.6299,0.2061,49.29,2.56,2.07,1.27,45.95
493.9926,2.6904,158,0.8605,74.2132,2.0702,0.3198,191.47,2.58,2.36,1.14,12.19
58.5308,0.4806,65,0.5337,8.5267,1.6481,1.1105,22.34,2.62,0.89,0.54,48.21
208.362,1.957,87,0.8171,47.2476,1.8447,0.4175,99.22,2.1,1.9,1.03,19.36
293.93,0.4757,285,0.4612,60.181,0.9437,0.9696,133.0,2.21,0.67,0.71,52.01
194.253,3.2853,30,0.5074,91.1301,1.6525,0.1544,133.05,1.46,2.33,1.41,48.23
130.6344,0.7954,67,0.4079,51.673,0.8454,0.5129,82.16,1.59,0.82,0.97,57.77
37.5518,0.8964,12,0.2865,13.1479,1.3012,0.3196,22.22,1.69,1.08,0.83,70.62
177.4793,1.2388,90,0.6282,167.2913,2.1447,0.5071,172.31,1.03,1.63,0.76,37.53
396.0472,0.3234,497,0.4058,73.5819,2.9697,1.2549,170.71,2.32,0.98,0.33,60.19
328.8903,1.7181,50,0.2612,109.8902,3.6087,0.152,190.11,1.73,2.49,0.69,75.64
42.1872,2.0886,16,0.7921,6.053,1.5,0.3793,15.98,2.64,1.77,1.18,21.32
14.1836,0.651,18,0.8262,2.5466,7.2333,1.2691,6.01,2.36,2.17,0.3,17.56
256.9788,1.8928,49,0.3609,30.7682,0.6627,0.1907,88.92,2.89,1.12,1.69,63.39
290.5682,0.2793,701,0.6738,32.5017,1.1633,2.4125,97.18,2.99,0.57,0.49,34.61
466.038,0.6278,435,0.586,71.6706,1.1781,0.9334,182.76,2.55,0.86,0.73,41.97
203.394,0.6,216,0.6372,42.7982,0.2667,1.062,93.3,2.18,0.4,1.5,37.15
42.543,1.0074,15,0.3552,14.0517,0.4726,0.3526,24.45,1.74,0.69,1.46,63.41
265.776,0.2684,422,0.4262,52.9688,1.3864,1.5878,118.65,2.24,0.61,0.44,55.71
287.124,1.3432,85,0.3976,63.2864,0.6301,0.296,134.8,2.13,0.92,1.46,61.92
125.8416,2.2379,29,0.5157,60.6875,1.1583,0.2304,87.39,1.44,1.61,1.39,48.18
250.7271,1.6568,51,0.337,99.1761,2.8684,0.2034,157.69,1.59,2.18,0.76,65.66
41.7906,2.0504,7,0.3434,8.7936,2.6477,0.1675,19.17,2.18,2.33,0.88,64.77
120.5855,1.0192,31,0.262,17.4335,3.25,0.2571,45.85,2.63,1.82,0.56,73.67
317.2368,3.2265,61,0.6204,70.5849,1.7704,0.1923,149.64,2.12,2.39,1.35,39.04
179.5868,1.9264,19,0.2038,100.0149,2.6047,0.1058,134.02,1.34,2.24,0.86,78.53
289.8452,0.693,334,0.7986,103.9281,3.4222,1.1523,173.56,1.67,1.54,0.45,18.72
132.4119,3.4894,16,0.4216,58.0728,1.637,0.1208,87.69,1.51,2.39,1.46,58.94
129.3612,0.1104,503,0.4293,27.2202,2.087,3.8883,59.34,2.18,0.48,0.23,56.75
187.9647,0.2432,369,0.4774,177.1748,0.5938,1.9631,182.49,1.03,0.38,0.64,51.35
50.076,2.8175,9,0.5064,34.775,2.1304,0.1797,41.73,1.2,2.45,1.15,48.12
221.0175,1.0248,125,0.5796,40.0213,0.6885,0.5656,94.05,2.35,0.84,1.22,42.42
307.868,1.3483,153,0.6701,63.6091,0.6978,0.497,139.94,2.2,0.97,1.39,31.9
315.104,2.387,77,0.5833,123.0875,0.9935,0.2444,196.94,1.6,1.54,1.55,43.07
191.4016,1.122,140,0.8207,167.1776,1.0784,0.7314,178.88,1.07,1.1,1.02,18.64
189.0252,0.5642,142,0.4238,77.6731,8.3462,0.7512,121.17,1.56,2.17,0.26,57.81
73.2816,1.6335,13,0.2898,46.1587,1.1157,0.1774,58.16,1.26,1.35,1.21,71.84
378.6948,0.3657,410,0.3959,96.596,0.7681,1.0827,191.26,1.98,0.53,0.69,61.46
319.9768,0.5181,309,0.5003,39.1189,4.7576,0.9657,111.88,2.86,1.57,0.33,51.47
143.313,0.5254,101,0.3703,75.2536,1.0423,0.7048,103.85,1.38,0.74,0.71,63.84
89.4458,0.5994,37,0.2479,44.3592,4.3784,0.4137,62.99,1.42,1.62,0.37,73.37
239.7276,2.117,36,0.3179,105.1391,0.9932,0.1502,158.76,1.51,1.45,1.46,67.29
330.9537,1.33,117,0.4702,62.0216,0.4343,0.3535,143.27,2.31,0.76,1.75,52.49
119.2499,2.5984,24,0.5229,34.1016,2.0714,0.2013,63.77,1.87,2.32,1.12,48.1
278.9496,0.3813,329,0.4497,119.1634,0.252,1.1794,182.32,1.53,0.31,1.23,56.2
21.641,2.3349,4,0.4316,12.0522,1.4031,0.1848,16.15,1.34,1.81,1.29,55.9
75.516,1.2282,18,0.2928,18.3251,0.6449,0.2384,37.2,2.03,0.89,1.38,69.99
110.109,0.1829,512,0.8505,13.1834,1.9032,4.6499,38.1,2.89,0.59,0.31,16.54
141.792,2.067,40,0.5831,24.6167,1.2231,0.2821,59.08,2.4,1.59,1.3,42.56
60.7623,0.0924,502,0.7634,15.0398,1.9091,8.2617,30.23,2.01,0.42,0.22,23.06
487.9611,3.9273,54,0.4346,76.2332,1.5535,0.1107,192.87,2.53,2.47,1.59,57.8
67.39,2.2895,8,0.2718,67.39,2.5368,0.1187,67.39,1.0,2.41,0.95,73.19
127.2348,1.6218,48,0.6118,73.0227,1.5588,0.3773,96.39,1.32,1.59,1.02,40.65
354.4898,0.2914,602,0.4949,74.5917,0.7581,1.6982,162.61,2.18,0.47,0.62,51.73
356.0721,0.3248,624,0.5692,74.242,1.0357,1.7525,162.59,2.19,0.58,0.56,42.1
150.4821,0.8051,112,0.5992,117.8496,1.1687,0.7443,133.17,1.13,0.97,0.83,40.29
153.9156,2.4651,42,0.6727,19.3546,2.5152,0.2729,54.58,2.82,2.49,0.99,33.23
165.816,2.4752,20,0.2985,83.4043,1.3382,0.1206,117.6,1.41,1.82,1.3599999999999999,71.98
185.5525,1.989,45,0.4824,60.5886,0.6882,0.2425,106.03,1.75,1.17,1.7,52.23
295.0172,1.37,150,0.6966,93.1124,1.37,0.5084,165.74,1.78,1.37,1.0,29.24
189.3993,0.779,194,0.7979,153.7207,1.1585,1.0243,170.63,1.11,0.95,0.82,19.35
215.1402,0.625,131,0.3806,43.6532,0.4,0.6089,96.91,2.22,0.5,1.25,61.65
47.7302,0.784,55,0.9034,44.9903,0.8163,1.1523,46.34,1.03,0.8,0.98,7.94
90.4095,2.1632,38,0.9092,26.4162,0.7574,0.4203,48.87,1.85,1.28,1.69,8.32
71.9372,0.2365,236,0.7759,35.6761,1.2791,3.2806,50.66,1.42,0.55,0.43,21.37
47.936,2.958,9,0.5554,6.1143,1.0235,0.1878,17.12,2.8,1.74,1.7,42.69
305.2491,2.9133,39,0.3722,34.1438,2.1282,0.1278,102.09,2.99,2.49,1.17,64.12
104.798,0.468,70,0.3126,70.4098,0.3419,0.668,85.9,1.22,0.4,1.17,70.7
63.4486,0.2139,189,0.6372,45.5678,2.2258,2.9788,53.77,1.18,0.69,0.31,35.09
99.0558,2.6134,10,0.2638,19.3938,0.8156,0.101,43.83,2.26,1.46,1.79,71.87
425.6748,1.4098,153,0.5067,55.8804,0.797,0.3594,154.23,2.76,1.06,1.33,51.1
163.359,0.3021,223,0.4124,102.8968,0.9298,1.3651,129.65,1.26,0.53,0.57,57.98
194.2192,0.9309,80,0.3834,154.8304,0.8131,0.4119,173.41,1.12,0.87,1.07,60.09
71.4544,1.83,21,0.5378,32.6216,1.83,0.2939,48.28,1.48,1.83,1.0,47.48
145.284,0.8249,123,0.6984,100.8917,1.5479,0.8466,121.07,1.2,1.13,0.73,29.6
72.862,0.735,76,0.7667,25.2118,1.5,1.0431,42.86,1.7,1.05,0.7,24.15
